outer_fold,model,trial_number,inner_cv_mean_mae,state,parameters_json
4,random_forest,4,17.042034619180143,COMPLETE,"{""max_depth"": 16, ""max_features"": 0.7025864321640389, ""min_samples_leaf"": 8, ""n_estimators"": 75}"
4,random_forest,5,16.250854044393098,COMPLETE,"{""max_depth"": 6, ""max_features"": 0.6744094185060974, ""min_samples_leaf"": 5, ""n_estimators"": 250}"
4,random_forest,6,16.75686045037846,COMPLETE,"{""max_depth"": 15, ""max_features"": 0.7965553122170892, ""min_samples_leaf"": 3, ""n_estimators"": 250}"
4,random_forest,7,17.75712390875224,COMPLETE,"{""max_depth"": 16, ""max_features"": 0.9667994945881786, ""min_samples_leaf"": 3, ""n_estimators"": 125}"
4,random_forest,8,18.444088586982,COMPLETE,"{""max_depth"": 7, ""max_features"": 0.9247359882491126, ""min_samples_leaf"": 1, ""n_estimators"": 250}"
4,random_forest,9,16.780610605506123,COMPLETE,"{""max_depth"": 10, ""max_features"": 0.7761443611807135, ""min_samples_leaf"": 4, ""n_estimators"": 150}"
4,random_forest,10,16.18149036340723,COMPLETE,"{""max_depth"": 4, ""max_features"": 0.5046416186597573, ""min_samples_leaf"": 6, ""n_estimators"": 75}"
4,random_forest,11,16.535650009752732,COMPLETE,"{""max_depth"": 5, ""max_features"": 0.516528104396198, ""min_samples_leaf"": 6, ""n_estimators"": 75}"
4,random_forest,12,16.11982541206184,COMPLETE,"{""max_depth"": 4, ""max_features"": 0.5015089668598527, ""min_samples_leaf"": 6, ""n_estimators"": 225}"
4,random_forest,13,16.450737649608307,COMPLETE,"{""max_depth"": 4, ""max_features"": 0.5038642538026631, ""min_samples_leaf"": 7, ""n_estimators"": 100}"
4,random_forest,14,16.43465677949493,COMPLETE,"{""max_depth"": 4, ""max_features"": 0.572351272314572, ""min_samples_leaf"": 6, ""n_estimators"": 200}"
4,random_forest,15,16.40443091517198,COMPLETE,"{""max_depth"": 8, ""max_features"": 0.5032584507358905, ""min_samples_leaf"": 7, ""n_estimators"": 150}"
4,random_forest,16,16.255056456973264,COMPLETE,"{""max_depth"": 4, ""max_features"": 0.620040802541121, ""min_samples_leaf"": 5, ""n_estimators"": 225}"
4,random_forest,17,16.82980561683507,COMPLETE,"{""max_depth"": 9, ""max_features"": 0.5519809187683641, ""min_samples_leaf"": 7, ""n_estimators"": 100}"
4,random_forest,18,16.518860557360284,COMPLETE,"{""max_depth"": 6, ""max_features"": 0.640017932517471, ""min_samples_leaf"": 5, ""n_estimators"": 175}"
4,random_forest,19,16.434206636925854,COMPLETE,"{""max_depth"": 13, ""max_features"": 0.5582149422248477, ""min_samples_leaf"": 4, ""n_estimators"": 225}"
4,gradient_boosting,0,17.835297517236302,COMPLETE,"{""learning_rate"": 0.1170925825792525, ""max_depth"": 4, ""min_samples_leaf"": 6, ""n_estimators"": 225}"
4,gradient_boosting,1,19.905501006478715,COMPLETE,"{""learning_rate"": 0.012174236863670597, ""max_depth"": 3, ""min_samples_leaf"": 3, ""n_estimators"": 50}"
4,gradient_boosting,2,18.437343468766162,COMPLETE,"{""learning_rate"": 0.018047778468468174, ""max_depth"": 5, ""min_samples_leaf"": 7, ""n_estimators"": 75}"
4,gradient_boosting,3,17.21966054014812,COMPLETE,"{""learning_rate"": 0.09171216010133489, ""max_depth"": 3, ""min_samples_leaf"": 4, ""n_estimators"": 125}"
4,gradient_boosting,4,17.940861808550764,COMPLETE,"{""learning_rate"": 0.028444581503363937, ""max_depth"": 5, ""min_samples_leaf"": 7, ""n_estimators"": 75}"
4,gradient_boosting,5,17.67563917823103,COMPLETE,"{""learning_rate"": 0.04969732471606366, ""max_depth"": 4, ""min_samples_leaf"": 5, ""n_estimators"": 50}"
4,gradient_boosting,6,18.11187151930671,COMPLETE,"{""learning_rate"": 0.17718493536673197, ""max_depth"": 5, ""min_samples_leaf"": 6, ""n_estimators"": 150}"
4,gradient_boosting,7,21.236678964703835,COMPLETE,"{""learning_rate"": 0.07105444481874279, ""max_depth"": 5, ""min_samples_leaf"": 2, ""n_estimators"": 250}"
4,gradient_boosting,8,19.528447128464048,COMPLETE,"{""learning_rate"": 0.011911765548521943, ""max_depth"": 3, ""min_samples_leaf"": 8, ""n_estimators"": 50}"
4,gradient_boosting,9,16.870575137464236,COMPLETE,"{""learning_rate"": 0.08779766058496967, ""max_depth"": 3, ""min_samples_leaf"": 8, ""n_estimators"": 50}"
4,gradient_boosting,10,16.025718639199336,COMPLETE,"{""learning_rate"": 0.038098868514205506, ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 175}"
4,gradient_boosting,11,16.109427653037493,COMPLETE,"{""learning_rate"": 0.0396572071944504, ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 150}"
4,gradient_boosting,12,16.132526329934244,COMPLETE,"{""learning_rate"": 0.037760090709626964, ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 175}"
4,gradient_boosting,13,16.053767136941296,COMPLETE,"{""learning_rate"": 0.025488299878432253, ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 200}"
4,gradient_boosting,14,16.77384124074583,COMPLETE,"{""learning_rate"": 0.022285471992155883, ""max_depth"": 2, ""min_samples_leaf"": 2, ""n_estimators"": 225}"
4,gradient_boosting,15,16.778238619761815,COMPLETE,"{""learning_rate"": 0.020522186893286627, ""max_depth"": 2, ""min_samples_leaf"": 2, ""n_estimators"": 200}"
4,gradient_boosting,16,17.50119116232788,COMPLETE,"{""learning_rate"": 0.056727121808988756, ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 175}"
4,gradient_boosting,17,16.885081918440655,COMPLETE,"{""learning_rate"": 0.02958587535955211, ""max_depth"": 2, ""min_samples_leaf"": 3, ""n_estimators"": 125}"
4,gradient_boosting,18,16.516685110552736,COMPLETE,"{""learning_rate"": 0.015810996789533335, ""max_depth"": 3, ""min_samples_leaf"": 3, ""n_estimators"": 200}"
4,gradient_boosting,19,16.18007887538815,COMPLETE,"{""learning_rate"": 0.030167790685839323, ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 250}"
5,ridge,0,28.911268890182022,COMPLETE,"{""alpha"": 0.002574637265372323}"
5,ridge,1,17.202162909019968,COMPLETE,"{""alpha"": 4.226556433598341}"
5,ridge,2,24.462219241356927,COMPLETE,"{""alpha"": 0.3537033542806498}"
5,ridge,3,15.683665758717183,COMPLETE,"{""alpha"": 11.06839932063352}"
5,ridge,4,21.346041794892436,COMPLETE,"{""alpha"": 0.9271232033830168}"
5,ridge,5,28.54159983956138,COMPLETE,"{""alpha"": 0.02181345458000026}"
5,ridge,6,18.320016733965648,COMPLETE,"{""alpha"": 2.537131790496307}"
5,ridge,7,14.774079307847927,COMPLETE,"{""alpha"": 54.9635879207847}"
5,ridge,8,17.74326095939325,COMPLETE,"{""alpha"": 3.2466424120323043}"
5,ridge,9,27.300703737686216,COMPLETE,"{""alpha"": 0.09635846372350376}"
5,ridge,10,14.775965283014841,COMPLETE,"{""alpha"": 40.50510929556075}"
5,ridge,11,14.849106322862468,COMPLETE,"{""alpha"": 77.2348921974419}"
5,ridge,12,14.781586376614504,COMPLETE,"{""alpha"": 57.995287424432085}"
5,ridge,13,14.91928335803895,COMPLETE,"{""alpha"": 26.762269412887296}"
5,ridge,14,15.193973726655841,COMPLETE,"{""alpha"": 17.696531485144895}"
5,ridge,15,14.83240142882526,COMPLETE,"{""alpha"": 73.19714432340469}"
5,ridge,16,15.855600519740733,COMPLETE,"{""alpha"": 9.6576198952054}"
5,ridge,17,14.944358734158277,COMPLETE,"{""alpha"": 96.85734209433781}"
5,ridge,18,22.448051988509082,COMPLETE,"{""alpha"": 0.6671947173162067}"
5,ridge,19,14.881131514267286,COMPLETE,"{""alpha"": 28.994314609843794}"
5,random_forest,0,21.215862890551513,COMPLETE,"{""max_depth"": 7, ""max_features"": 0.5876626229086614, ""min_samples_leaf"": 2, ""n_estimators"": 250}"
5,random_forest,1,19.316075327050733,COMPLETE,"{""max_depth"": 16, ""max_features"": 0.6291303407162755, ""min_samples_leaf"": 7, ""n_estimators"": 75}"
5,random_forest,2,27.092067071271185,COMPLETE,"{""max_depth"": 19, ""max_features"": 0.9302492521755003, ""min_samples_leaf"": 1, ""n_estimators"": 150}"
5,random_forest,3,23.734607137387762,COMPLETE,"{""max_depth"": 9, ""max_features"": 0.9475272425428123, ""min_samples_leaf"": 2, ""n_estimators"": 100}"
5,random_forest,4,20.143784806011375,COMPLETE,"{""max_depth"": 5, ""max_features"": 0.706752976883075, ""min_samples_leaf"": 8, ""n_estimators"": 250}"
5,random_forest,5,22.673583090270107,COMPLETE,"{""max_depth"": 10, ""max_features"": 0.8272920602238376, ""min_samples_leaf"": 3, ""n_estimators"": 175}"
5,random_forest,6,21.436232589470457,COMPLETE,"{""max_depth"": 5, ""max_features"": 0.8303537165772169, ""min_samples_leaf"": 5, ""n_estimators"": 225}"
5,random_forest,7,21.169954469300784,COMPLETE,"{""max_depth"": 12, ""max_features"": 0.8373493517347956, ""min_samples_leaf"": 6, ""n_estimators"": 175}"
5,random_forest,8,20.930487539255658,COMPLETE,"{""max_depth"": 15, ""max_features"": 0.7519420084778785, ""min_samples_leaf"": 5, ""n_estimators"": 150}"
5,random_forest,9,20.393821019369682,COMPLETE,"{""max_depth"": 11, ""max_features"": 0.6495844774065916, ""min_samples_leaf"": 4, ""n_estimators"": 125}"
5,random_forest,10,18.383369511172205,COMPLETE,"{""max_depth"": 20, ""max_features"": 0.5041218541703666, ""min_samples_leaf"": 8, ""n_estimators"": 75}"
5,random_forest,11,18.383369511172205,COMPLETE,"{""max_depth"": 20, ""max_features"": 0.5013623215050635, ""min_samples_leaf"": 8, ""n_estimators"": 75}"
5,random_forest,12,18.383369511172205,COMPLETE,"{""max_depth"": 20, ""max_features"": 0.5009852392596434, ""min_samples_leaf"": 8, ""n_estimators"": 75}"
5,random_forest,13,18.737485589155398,COMPLETE,"{""max_depth"": 17, ""max_features"": 0.5026005652781446, ""min_samples_leaf"": 7, ""n_estimators"": 100}"
5,random_forest,14,18.14378286222545,COMPLETE,"{""max_depth"": 18, ""max_features"": 0.5654768652170944, ""min_samples_leaf"": 8, ""n_estimators"": 75}"
5,random_forest,15,18.69604649059631,COMPLETE,"{""max_depth"": 18, ""max_features"": 0.5792186823739538, ""min_samples_leaf"": 7, ""n_estimators"": 100}"
5,random_forest,16,19.330899011649308,COMPLETE,"{""max_depth"": 14, ""max_features"": 0.5675394113335639, ""min_samples_leaf"": 6, ""n_estimators"": 125}"
5,random_forest,17,18.888564479579397,COMPLETE,"{""max_depth"": 13, ""max_features"": 0.6452658029066288, ""min_samples_leaf"": 8, ""n_estimators"": 75}"
5,random_forest,18,19.330828426414325,COMPLETE,"{""max_depth"": 17, ""max_features"": 0.5521272296226256, ""min_samples_leaf"": 6, ""n_estimators"": 125}"
5,random_forest,19,20.225590716871846,COMPLETE,"{""max_depth"": 18, ""max_features"": 0.7070048676605343, ""min_samples_leaf"": 7, ""n_estimators"": 100}"
5,gradient_boosting,0,24.080967315749845,COMPLETE,"{""learning_rate"": 0.0159488328662838, ""max_depth"": 3, ""min_samples_leaf"": 2, ""n_estimators"": 125}"
5,gradient_boosting,1,23.00783421286036,COMPLETE,"{""learning_rate"": 0.021606518202181863, ""max_depth"": 3, ""min_samples_leaf"": 6, ""n_estimators"": 125}"
5,gradient_boosting,2,22.20509649029629,COMPLETE,"{""learning_rate"": 0.023261903246528205, ""max_depth"": 5, ""min_samples_leaf"": 8, ""n_estimators"": 150}"
5,gradient_boosting,3,23.260356559819634,COMPLETE,"{""learning_rate"": 0.05311115571433224, ""max_depth"": 3, ""min_samples_leaf"": 6, ""n_estimators"": 250}"
5,gradient_boosting,4,24.470307526520706,COMPLETE,"{""learning_rate"": 0.12299297867928041, ""max_depth"": 3, ""min_samples_leaf"": 4, ""n_estimators"": 150}"
5,gradient_boosting,5,22.578842839541696,COMPLETE,"{""learning_rate"": 0.03846254428715325, ""max_depth"": 2, ""min_samples_leaf"": 4, ""n_estimators"": 225}"
5,gradient_boosting,6,22.80568715406978,COMPLETE,"{""learning_rate"": 0.031193957364416474, ""max_depth"": 2, ""min_samples_leaf"": 4, ""n_estimators"": 125}"
5,gradient_boosting,7,26.535945618642565,COMPLETE,"{""learning_rate"": 0.17548802133674887, ""max_depth"": 2, ""min_samples_leaf"": 2, ""n_estimators"": 175}"
5,gradient_boosting,8,22.64155785558845,COMPLETE,"{""learning_rate"": 0.026604869601701605, ""max_depth"": 3, ""min_samples_leaf"": 8, ""n_estimators"": 250}"
5,gradient_boosting,9,27.09598297045049,COMPLETE,"{""learning_rate"": 0.01431002840469836, ""max_depth"": 4, ""min_samples_leaf"": 1, ""n_estimators"": 125}"
5,gradient_boosting,10,21.67330975099469,COMPLETE,"{""learning_rate"": 0.08505355964177269, ""max_depth"": 5, ""min_samples_leaf"": 8, ""n_estimators"": 50}"
5,gradient_boosting,11,22.41972389013354,COMPLETE,"{""learning_rate"": 0.08762513420750838, ""max_depth"": 5, ""min_samples_leaf"": 8, ""n_estimators"": 50}"
5,gradient_boosting,12,23.258135614483567,COMPLETE,"{""learning_rate"": 0.06467741740603668, ""max_depth"": 5, ""min_samples_leaf"": 7, ""n_estimators"": 50}"
5,gradient_boosting,13,23.534662694254955,COMPLETE,"{""learning_rate"": 0.010231300395805713, ""max_depth"": 5, ""min_samples_leaf"": 7, ""n_estimators"": 75}"
5,gradient_boosting,14,22.15529055771828,COMPLETE,"{""learning_rate"": 0.04795639346030397, ""max_depth"": 4, ""min_samples_leaf"": 8, ""n_estimators"": 200}"
5,gradient_boosting,15,23.059874043825687,COMPLETE,"{""learning_rate"": 0.08934576333878222, ""max_depth"": 4, ""min_samples_leaf"": 6, ""n_estimators"": 200}"
5,gradient_boosting,16,21.801437862824983,COMPLETE,"{""learning_rate"": 0.049008288110510785, ""max_depth"": 4, ""min_samples_leaf"": 7, ""n_estimators"": 75}"
5,gradient_boosting,17,23.35923529098282,COMPLETE,"{""learning_rate"": 0.07604523856848759, ""max_depth"": 4, ""min_samples_leaf"": 5, ""n_estimators"": 75}"
5,gradient_boosting,18,22.114102460829642,COMPLETE,"{""learning_rate"": 0.1176900835563794, ""max_depth"": 4, ""min_samples_leaf"": 7, ""n_estimators"": 75}"
5,gradient_boosting,19,24.614317085156895,COMPLETE,"{""learning_rate"": 0.15945581254846594, ""max_depth"": 5, ""min_samples_leaf"": 5, ""n_estimators"": 100}"
